t,Q,B,RS,RL
0.0,0.0,0.0,0.0,0.0
0.1,24.55,20.06,0.01,19.64
0.2,28.12,51.93,0.19,50.96
0.30000000000000004,29.33,85.96,0.48,84.64
0.4,30.96,119.73,0.83,119.54
0.5,32.15,154.2,1.28,155.09
0.6,33.96,191.08,2.0,190.44
0.7,35.08,228.83,2.61,226.24
0.7999999999999999,37.76,266.68,3.79,263.71
0.8999999999999999,40.86,304.65,4.96,301.79
0.9999999999999999,44.38,342.45,6.3,340.32
1.0999999999999999,47.08,381.06,8.42,379.49
1.2,50.37,418.83,10.24,420.1
1.3,52.04,457.53,12.93,459.34
1.4000000000000001,54.82,495.69,14.91,500.72
1.5000000000000002,55.89,534.91,16.52,541.65
1.6000000000000003,59.72,572.74,18.47,581.56
1.7000000000000004,60.78,610.64,21.07,622.72
1.8000000000000005,61.28,648.93,22.92,664.09
1.9000000000000006,63.0,688.06,23.91,704.41
2.0000000000000004,63.41,725.85,26.29,745.07
2.1000000000000005,62.74,764.72,27.55,785.35
2.2000000000000006,61.05,804.27,28.29,825.53
2.3000000000000007,61.84,842.67,28.06,865.68
2.400000000000001,61.06,882.17,28.29,902.63
2.500000000000001,59.45,920.48,28.69,940.11
2.600000000000001,58.69,958.93,28.15,976.93
2.700000000000001,58.7,997.04,27.9,1013.41
2.800000000000001,55.09,1034.38,27.33,1051.17
2.9000000000000012,54.81,1072.2,26.18,1085.76
3.0000000000000013,50.78,1112.55,24.28,1119.74
3.1000000000000014,50.23,1150.41,22.77,1150.65
3.2000000000000015,47.51,1189.87,21.18,1181.59
3.3000000000000016,45.51,1226.89,19.64,1211.4
3.4000000000000017,40.95,1266.24,17.71,1240.28
3.5000000000000018,37.36,1304.17,15.24,1268.34
3.600000000000002,35.21,1340.17,12.7,1294.66
3.700000000000002,32.67,1376.45,10.5,1318.44
3.800000000000002,31.7,1410.5,8.69,1340.78
3.900000000000002,29.19,1444.9,7.0,1361.79
4.000000000000002,29.03,1477.5,5.66,1381.55
4.100000000000001,26.95,1509.04,4.32,1399.68
4.200000000000001,26.5,1538.48,3.43,1416.27
4.300000000000001,25.0,1567.83,2.62,1432.21
4.4,24.81,1595.54,1.95,1445.39
4.5,23.1,1622.81,1.47,1458.2
4.6,22.86,1649.47,1.11,1470.11
4.699999999999999,22.26,1675.42,1.02,1480.78
4.799999999999999,21.78,1699.77,0.72,1490.8
4.899999999999999,21.16,1725.09,0.5,1499.87
4.999999999999998,19.89,1748.14,0.43,1509.75
5.099999999999998,20.58,1770.49,0.35,1517.08
5.1999999999999975,19.88,1793.34,0.26,1525.42
5.299999999999997,20.26,1816.12,0.18,1532.94
5.399999999999997,20.69,1838.05,0.15,1541.42
5.4999999999999964,19.89,1861.24,0.12,1550.16
5.599999999999996,20.54,1883.66,0.09,1557.84
5.699999999999996,19.99,1907.25,0.09,1567.14
5.799999999999995,21.78,1931.9,0.05,1575.02
5.899999999999995,21.69,1955.85,0.02,1585.25
5.999999999999995,22.7,1981.34,0.03,1595.84
6.099999999999994,24.02,2007.56,0.05,1606.41
6.199999999999994,23.95,2035.91,0.08,1617.18
6.299999999999994,25.4,2064.2,0.13,1629.56
6.399999999999993,25.92,2094.15,0.21,1642.68
6.499999999999993,27.82,2123.81,0.25,1657.58
6.5999999999999925,30.72,2155.04,0.47,1673.24
6.699999999999992,30.22,2188.8,0.77,1690.59
6.799999999999992,32.14,2222.67,1.01,1707.78
6.8999999999999915,33.78,2256.61,1.64,1726.57
6.999999999999991,36.73,2291.57,2.35,1745.05
7.099999999999991,40.05,2327.6,3.48,1765.54
7.19999999999999,42.34,2363.35,4.86,1786.62
7.29999999999999,44.97,2398.64,7.0,1808.96
7.39999999999999,47.87,2435.14,8.92,1831.94
7.499999999999989,50.03,2471.71,11.31,1856.08
7.599999999999989,54.34,2507.48,14.26,1880.51
7.699999999999989,59.15,2543.9,16.46,1906.29
7.799999999999988,61.21,2580.24,19.55,1934.07
7.899999999999988,63.79,2616.27,22.27,1962.23
7.999999999999988,66.9,2652.86,25.16,1990.05
8.099999999999987,69.83,2689.05,28.68,2018.69
8.199999999999987,75.79,2724.17,30.93,2047.3
8.299999999999986,75.4,2761.4,34.22,2078.43
8.399999999999986,79.32,2797.23,37.02,2108.25
8.499999999999986,82.59,2832.33,40.23,2139.4
8.599999999999985,83.27,2867.96,43.1,2172.36
8.699999999999985,84.98,2904.07,45.98,2203.08
8.799999999999985,85.83,2939.9,47.75,2235.0
8.899999999999984,86.89,2975.97,49.52,2265.15
8.999999999999984,87.21,3012.27,51.05,2296.44
9.099999999999984,87.98,3049.14,51.67,2327.26
9.199999999999983,89.37,3085.29,52.32,2356.99
9.299999999999983,86.82,3122.18,53.66,2386.6
9.399999999999983,85.94,3158.68,53.48,2415.12
9.499999999999982,85.78,3194.13,54.42,2442.96
9.599999999999982,86.84,3228.29,54.55,2470.9
9.699999999999982,85.13,3264.54,54.08,2499.85
9.799999999999981,82.66,3299.87,53.76,2526.45
9.89999999999998,81.3,3334.54,52.92,2553.36
9.99999999999998,75.45,3370.76,52.13,2579.09
10.09999999999998,75.54,3405.8,50.02,2602.93
10.19999999999998,71.78,3440.95,48.55,2625.44
10.29999999999998,70.25,3477.73,46.05,2647.09
10.399999999999979,67.02,3513.42,43.56,2667.64
10.499999999999979,63.46,3549.25,41.02,2686.59
10.599999999999978,60.03,3584.21,37.77,2706.02
10.699999999999978,56.3,3620.29,34.79,2723.18
10.799999999999978,52.78,3655.43,31.59,2739.65
10.899999999999977,49.28,3689.91,28.64,2754.87
10.999999999999977,46.1,3724.83,25.98,2768.44
11.099999999999977,42.47,3759.91,23.1,2780.46
11.199999999999976,41.8,3794.75,19.54,2790.37
11.299999999999976,38.24,3828.78,16.76,2800.18
11.399999999999975,37.06,3861.32,14.26,2808.28
11.499999999999975,35.07,3893.98,11.8,2816.56
11.599999999999975,33.47,3927.27,9.87,2821.77
11.699999999999974,31.43,3957.59,7.82,2827.82
11.799999999999974,28.98,3988.31,6.2,2832.02
11.899999999999974,28.78,4017.69,4.8,2834.29
11.999999999999973,27.82,4047.75,3.83,2837.18
12.099999999999973,27.81,4077.2,2.94,2839.48
12.199999999999973,28.79,4104.95,2.43,2841.46
12.299999999999972,26.89,4134.53,1.96,2843.61
12.399999999999972,27.68,4161.95,1.74,2844.85
12.499999999999972,27.46,4190.65,1.41,2846.19
12.599999999999971,28.41,4218.61,1.34,2847.39
12.69999999999997,27.96,4247.08,1.2,2849.54
12.79999999999997,29.19,4277.2,1.16,2850.89
12.89999999999997,30.83,4306.57,1.29,2853.25
12.99999999999997,31.35,4336.35,1.48,2857.33
13.09999999999997,31.01,4367.87,1.74,2863.07
13.199999999999969,32.98,4397.74,2.03,2868.49
13.299999999999969,33.96,4428.88,2.52,2874.75
13.399999999999968,36.42,4461.16,3.31,2881.22
13.499999999999968,37.36,4494.13,4.07,2890.09
13.599999999999968,38.7,4527.94,4.99,2898.45
13.699999999999967,41.33,4560.46,6.16,2908.31
13.799999999999967,46.23,4594.12,7.8,2918.36
13.899999999999967,47.11,4628.75,9.73,2929.87
13.999999999999966,51.63,4662.22,11.66,2941.54
14.099999999999966,53.79,4696.43,14.05,2955.09
14.199999999999966,58.09,4730.9,17.4,2968.35
14.299999999999965,61.72,4764.97,20.12,2984.23
14.399999999999965,68.62,4798.36,23.55,2999.16
14.499999999999964,70.67,4832.28,27.44,3016.93
14.599999999999964,76.75,4865.15,31.43,3033.84
14.699999999999964,78.82,4898.34,35.04,3052.53
14.799999999999963,81.35,4934.1,38.11,3072.77
14.899999999999963,84.96,4968.09,41.39,3093.23
14.999999999999963,88.31,5002.37,43.96,3115.08
15.099999999999962,93.65,5035.07,47.69,3136.45
15.199999999999962,97.48,5068.27,51.51,3158.98
15.299999999999962,98.58,5103.47,54.58,3182.52
15.399999999999961,102.12,5137.28,58.21,3204.91
15.499999999999961,103.69,5170.76,61.59,3228.34
15.59999999999996,104.36,5203.63,64.46,3252.84
15.69999999999996,103.9,5237.65,67.55,3278.1
15.79999999999996,107.27,5270.58,69.72,3301.54
15.89999999999996,106.42,5303.89,71.85,3328.28
15.99999999999996,109.28,5336.8,73.4,3352.53
16.09999999999996,108.27,5368.88,74.05,3379.42
16.19999999999996,107.57,5401.96,74.45,3404.38
16.29999999999996,107.25,5435.24,74.1,3428.79
16.399999999999963,106.24,5468.63,73.37,3451.74
16.499999999999964,105.3,5501.56,73.58,3474.21
16.599999999999966,103.52,5535.6,73.19,3497.63
16.699999999999967,101.69,5568.47,72.66,3519.73
16.79999999999997,101.77,5599.85,71.71,3540.39
16.89999999999997,100.2,5632.46,71.14,3560.7
16.99999999999997,95.76,5665.67,69.22,3581.09
17.099999999999973,93.03,5699.05,68.18,3597.2
17.199999999999974,91.07,5731.99,65.6,3613.94
17.299999999999976,88.0,5764.05,63.06,3630.91
17.399999999999977,85.08,5795.3,61.07,3645.84
17.49999999999998,81.47,5827.51,58.18,3661.06
17.59999999999998,78.3,5859.94,55.47,3673.73
17.69999999999998,73.99,5891.26,52.49,3686.43
17.799999999999983,70.87,5924.1,49.75,3697.86
17.899999999999984,70.24,5955.49,45.17,3705.32
17.999999999999986,64.77,5988.2,42.86,3713.46
18.099999999999987,61.52,6020.27,40.21,3720.19
18.19999999999999,55.99,6053.27,37.78,3726.84
18.29999999999999,53.45,6085.51,33.75,3733.0
18.39999999999999,50.9,6117.71,30.3,3737.38
18.499999999999993,47.7,6150.36,26.53,3741.03
18.599999999999994,46.17,6182.41,23.5,3741.95
18.699999999999996,44.06,6213.87,20.86,3743.83
18.799999999999997,42.13,6246.07,18.47,3744.04
18.9,39.57,6278.06,15.77,3743.49
19.0,37.78,6309.87,13.39,3742.06
19.1,37.88,6339.75,11.9,3740.86
19.200000000000003,37.72,6369.76,10.63,3737.54
19.300000000000004,37.04,6401.39,9.36,3734.71
19.400000000000006,36.43,6431.89,8.47,3732.67
19.500000000000007,35.9,6463.05,7.82,3729.82
19.60000000000001,34.93,6495.56,6.89,3727.46
19.70000000000001,36.18,6525.97,6.11,3725.2
19.80000000000001,36.35,6557.57,5.92,3723.28
19.900000000000013,38.24,6589.01,6.08,3721.0
20.000000000000014,39.92,6619.52,6.24,3719.43
20.100000000000016,41.04,6650.74,7.08,3719.48
20.200000000000017,40.97,6683.12,7.63,3720.82
20.30000000000002,44.46,6713.86,8.28,3722.2
20.40000000000002,46.31,6746.11,9.86,3724.42
20.50000000000002,49.95,6777.01,11.19,3727.47
20.600000000000023,53.32,6808.61,13.36,3730.91
20.700000000000024,56.65,6840.96,15.75,3735.23
20.800000000000026,59.4,6872.19,18.98,3739.84
20.900000000000027,61.28,6903.75,21.56,3747.18
21.00000000000003,65.02,6934.9,24.03,3754.89
21.10000000000003,72.29,6966.59,26.44,3761.48
21.20000000000003,75.92,6997.49,31.07,3770.37
21.300000000000033,78.02,7028.09,35.07,3781.25
21.400000000000034,82.55,7059.43,38.16,3792.2
21.500000000000036,83.48,7090.57,41.59,3805.41
21.600000000000037,87.97,7122.37,45.73,3817.73
21.70000000000004,90.38,7153.96,49.2,3832.2
21.80000000000004,96.5,7186.0,51.68,3845.46
21.90000000000004,100.59,7216.23,55.81,3860.71
22.000000000000043,104.42,7247.3,59.23,3877.78
22.100000000000044,106.94,7278.0,63.22,3896.82
22.200000000000045,109.64,7308.54,66.83,3915.95
22.300000000000047,112.67,7339.3,69.13,3936.27
22.40000000000005,114.41,7370.42,72.69,3955.3
22.50000000000005,114.67,7401.28,75.73,3977.35
22.60000000000005,116.02,7433.74,77.78,3997.2
22.700000000000053,119.97,7464.79,79.71,4015.16
22.800000000000054,122.74,7495.55,82.75,4034.47
22.900000000000055,123.31,7526.48,85.79,4054.7
23.000000000000057,124.29,7558.06,87.64,4074.45
23.10000000000006,124.41,7589.35,87.56,4096.32
23.20000000000006,124.62,7619.65,88.14,4118.16
23.30000000000006,122.42,7650.74,89.58,4138.36
23.400000000000063,121.5,7681.63,89.7,4159.17
23.500000000000064,121.35,7710.67,90.15,4178.17
23.600000000000065,118.91,7740.32,89.55,4199.32
23.700000000000067,115.17,7769.72,87.72,4218.95
23.800000000000068,111.67,7800.54,86.13,4237.91
23.90000000000007,111.07,7829.84,84.85,4254.59
24.00000000000007,110.71,7859.61,83.7,4269.75
24.100000000000072,107.81,7890.1,81.55,4283.67
24.200000000000074,105.56,7919.48,80.05,4297.82
24.300000000000075,102.14,7949.34,78.76,4309.41
24.400000000000077,98.05,7980.19,75.38,4320.98
24.500000000000078,93.84,8010.71,71.56,4332.33
24.60000000000008,92.01,8041.57,69.05,4341.5
24.70000000000008,88.08,8071.47,66.3,4350.14
24.800000000000082,84.85,8102.22,63.04,4356.62
24.900000000000084,80.25,8132.77,59.26,4363.22
25.000000000000085,77.43,8162.97,56.43,4366.37
25.100000000000087,74.08,8192.17,52.92,4370.52
25.200000000000088,72.1,8221.72,49.62,4373.69
25.30000000000009,67.04,8250.84,46.1,4376.72
25.40000000000009,62.79,8281.75,42.53,4377.55
25.500000000000092,60.12,8312.66,39.74,4376.77
25.600000000000094,58.44,8342.47,36.57,4374.99
25.700000000000095,56.93,8371.77,33.19,4372.99
25.800000000000097,53.87,8400.44,31.3,4369.68
25.900000000000098,50.47,8430.23,28.7,4366.73
26.0000000000001,49.24,8458.75,26.24,4363.52
26.1000000000001,48.15,8487.85,23.81,4359.85
26.200000000000102,48.19,8516.51,21.66,4355.72
26.300000000000104,46.25,8546.24,20.39,4351.47
26.400000000000105,47.59,8575.2,18.87,4345.02
26.500000000000107,47.87,8603.95,17.93,4338.55
26.600000000000108,45.36,8632.31,17.34,4335.24
26.70000000000011,45.89,8661.15,16.61,4330.8
26.80000000000011,47.69,8690.18,15.78,4326.01
26.900000000000112,49.35,8719.16,15.89,4321.46
27.000000000000114,50.09,8748.85,16.18,4317.57
27.100000000000115,51.79,8777.77,17.27,4314.79
27.200000000000117,51.95,8808.74,18.21,4311.78
27.300000000000118,55.26,8837.7,18.9,4310.29
27.40000000000012,57.99,8867.74,20.42,4308.79
27.50000000000012,60.09,8896.74,21.86,4308.6
27.600000000000122,64.26,8925.68,23.96,4308.51
27.700000000000124,67.19,8955.17,27.31,4308.33
27.800000000000125,69.6,8984.56,29.84,4309.82
27.900000000000126,74.61,9012.69,32.78,4313.93
28.000000000000128,77.12,9042.18,35.14,4319.01
28.10000000000013,82.16,9071.02,37.55,4324.64
28.20000000000013,84.42,9100.12,41.98,4330.58
28.300000000000132,87.16,9130.08,45.72,4337.9
28.400000000000134,90.95,9159.56,48.6,4346.1
28.500000000000135,95.49,9189.62,52.37,4355.16
28.600000000000136,99.04,9218.92,55.32,4367.6
28.700000000000138,102.83,9247.94,59.48,4379.56
28.80000000000014,105.44,9276.08,63.07,4392.78
28.90000000000014,109.01,9304.66,66.21,4406.11
29.000000000000142,112.3,9333.98,69.98,4419.56
29.100000000000144,117.62,9363.19,73.58,4433.03
29.200000000000145,118.13,9390.91,76.61,4452.45
29.300000000000146,122.9,9418.1,79.45,4467.25
29.400000000000148,125.1,9445.91,83.29,4484.24
29.50000000000015,127.99,9474.46,85.55,4502.06
29.60000000000015,130.1,9502.93,87.54,4520.54
29.700000000000152,130.62,9531.93,90.3,4538.77
29.800000000000153,131.81,9559.97,92.88,4559.32
29.900000000000155,134.38,9589.34,94.31,4577.94
30.000000000000156,134.15,9616.89,96.24,4597.74
30.100000000000158,134.72,9644.93,96.77,4616.74
30.20000000000016,134.71,9674.26,98.0,4634.53
30.30000000000016,132.63,9702.07,99.35,4653.01
30.400000000000162,132.52,9729.38,99.27,4671.06
30.500000000000163,131.81,9756.6,97.96,4689.47
30.600000000000165,129.48,9785.82,97.0,4705.05
30.700000000000166,128.19,9813.98,96.04,4720.72
30.800000000000168,126.64,9841.65,95.73,4733.76
30.90000000000017,123.37,9869.94,95.62,4747.04
31.00000000000017,119.33,9896.89,94.31,4761.68
31.100000000000172,117.68,9924.6,93.03,4772.42
31.200000000000173,113.08,9953.78,89.75,4785.92
31.300000000000175,112.77,9982.13,87.0,4795.01
31.400000000000176,108.86,10009.96,84.81,4803.75
31.500000000000178,106.69,10038.28,82.11,4810.82
31.60000000000018,102.08,10066.26,79.17,4817.79
31.70000000000018,99.47,10092.26,76.31,4824.39
31.800000000000182,94.03,10120.0,73.92,4828.88
31.900000000000183,90.28,10148.12,71.31,4832.74
32.000000000000185,88.12,10175.82,68.13,4834.38
32.100000000000186,85.12,10202.89,64.81,4834.98
32.20000000000019,80.35,10231.8,61.39,4836.05
32.30000000000019,77.18,10260.37,57.26,4835.71
32.40000000000019,75.6,10288.45,53.87,4833.03
32.50000000000019,69.75,10316.36,50.28,4833.31
32.60000000000019,69.63,10344.24,46.72,4828.1
32.700000000000195,66.8,10370.32,43.35,4826.01
32.800000000000196,63.7,10397.87,40.29,4822.49
32.9000000000002,60.1,10425.6,38.07,4817.53
33.0000000000002,57.94,10452.97,36.02,4812.1
33.1000000000002,56.93,10480.2,32.78,4805.34
33.2000000000002,55.9,10507.1,30.56,4798.91
33.3000000000002,54.34,10534.44,28.81,4792.42
33.400000000000205,53.39,10561.53,27.06,4786.42
33.500000000000206,54.74,10587.44,25.65,4779.76
33.60000000000021,52.49,10615.38,23.87,4774.57
33.70000000000021,54.09,10641.81,23.19,4767.66
33.80000000000021,55.36,10668.93,22.66,4760.45
33.90000000000021,56.26,10696.93,22.81,4753.37
34.00000000000021,58.75,10723.14,23.34,4746.07
34.100000000000215,60.21,10750.35,24.51,4740.59
34.200000000000216,61.24,10778.05,25.47,4736.5
34.30000000000022,65.07,10805.25,26.55,4731.74
34.40000000000022,66.9,10832.24,28.15,4728.54
34.50000000000022,68.71,10859.36,30.2,4726.06
34.60000000000022,71.29,10885.16,32.76,4725.29
34.70000000000022,76.05,10912.62,34.86,4723.53
34.800000000000225,79.46,10938.18,37.57,4724.34
34.900000000000226,81.41,10966.06,41.03,4725.88
35.00000000000023,85.21,10993.31,43.89,4728.48
35.10000000000023,90.63,11020.23,46.13,4731.2
35.20000000000023,94.64,11047.25,49.35,4736.47
35.30000000000023,97.39,11074.05,52.88,4742.09
35.40000000000023,100.0,11100.6,56.88,4749.64
35.500000000000234,104.41,11126.9,58.77,4759.03
35.600000000000236,108.21,11154.22,63.04,4767.96
35.70000000000024,111.83,11179.5,66.28,4779.73
35.80000000000024,116.86,11205.32,70.33,4792.08
35.90000000000024,117.42,11232.18,74.8,4803.6
36.00000000000024,122.63,11258.12,78.77,4814.84
36.10000000000024,125.35,11284.71,82.25,4828.59
36.200000000000244,128.36,11311.51,86.46,4841.37
36.300000000000246,131.67,11336.98,89.77,4855.98
36.40000000000025,135.69,11363.01,93.26,4871.37
36.50000000000025,135.25,11389.78,95.26,4887.65
36.60000000000025,137.74,11415.92,96.54,4903.95
36.70000000000025,138.39,11443.03,98.49,4921.47
36.80000000000025,138.94,11469.14,100.59,4939.97
36.900000000000254,141.17,11494.86,102.19,4955.26
37.000000000000256,142.91,11521.91,105.3,4970.43
37.10000000000026,140.78,11548.68,106.5,4987.74
37.20000000000026,140.24,11574.7,107.06,5005.38
37.30000000000026,140.0,11599.47,107.33,5022.84
37.40000000000026,141.66,11624.33,107.08,5036.34
37.50000000000026,140.59,11649.06,108.23,5052.38
37.600000000000264,138.56,11673.35,109.16,5067.73
37.700000000000266,135.85,11697.92,108.65,5083.53
37.80000000000027,133.0,11724.04,107.21,5097.51
37.90000000000027,130.04,11751.09,105.8,5108.4
38.00000000000027,127.56,11776.51,104.69,5121.17
38.10000000000027,125.94,11802.77,101.95,5132.6
38.20000000000027,123.84,11827.81,99.49,5142.57
38.300000000000274,120.72,11852.57,97.16,5152.27
38.400000000000276,117.94,11878.13,95.44,5160.03
38.50000000000028,115.84,11904.13,92.01,5166.2
38.60000000000028,112.23,11929.19,88.92,5172.56
38.70000000000028,108.18,11954.33,85.79,5178.73
38.80000000000028,103.23,11979.52,83.44,5182.95
38.90000000000028,99.26,12005.24,79.13,5185.15
39.000000000000284,95.37,12030.44,76.36,5186.11
39.100000000000286,91.81,12055.93,72.25,5186.82
39.20000000000029,88.75,12080.81,68.59,5185.67
39.30000000000029,85.36,12106.02,65.16,5183.2
39.40000000000029,81.63,12132.17,61.45,5179.84
39.50000000000029,78.8,12156.14,58.38,5175.17
39.60000000000029,76.78,12181.16,54.64,5170.3
39.700000000000294,72.65,12206.45,51.75,5166.05
39.800000000000296,70.49,12231.87,48.99,5159.21
39.9000000000003,68.56,12257.59,46.41,5152.08
40.0000000000003,65.52,12282.78,43.83,5146.1
40.1000000000003,62.97,12308.79,40.95,5138.1
40.2000000000003,60.2,12334.98,38.51,5131.34
40.3000000000003,62.81,12359.44,36.1,5121.9
40.400000000000304,62.25,12384.3,34.21,5114.08
40.500000000000306,61.61,12410.61,33.01,5105.03
40.60000000000031,62.47,12436.01,32.1,5096.16
40.70000000000031,62.36,12461.32,31.85,5088.26
40.80000000000031,62.17,12486.09,31.52,5080.38
40.90000000000031,62.49,12510.59,31.03,5073.89
41.00000000000031,66.34,12535.07,31.38,5064.73
41.100000000000314,66.27,12559.16,32.06,5059.31
41.200000000000315,68.18,12583.63,32.66,5053.95
41.30000000000032,71.04,12607.5,33.1,5048.97
41.40000000000032,71.61,12631.9,34.91,5045.34
41.50000000000032,74.51,12657.52,35.79,5042.26
41.60000000000032,77.81,12683.13,38.14,5038.87
41.70000000000032,82.92,12708.01,40.3,5037.16
41.800000000000324,87.75,12731.84,42.49,5035.9
41.900000000000325,89.19,12755.72,46.04,5038.27
42.00000000000033,91.2,12780.23,49.55,5038.81
42.10000000000033,96.33,12806.04,52.33,5038.12
42.20000000000033,99.99,12830.86,55.58,5041.26
42.30000000000033,102.74,12856.26,59.2,5045.69
42.40000000000033,106.83,12880.47,62.97,5051.75
42.500000000000334,109.21,12905.12,67.46,5058.92
42.600000000000335,114.41,12929.34,70.85,5066.22
42.70000000000034,120.18,12953.08,74.83,5073.16
42.80000000000034,124.24,12977.73,78.6,5081.5
42.90000000000034,127.73,13001.98,82.16,5090.14
43.00000000000034,128.89,13025.85,85.41,5102.42
43.10000000000034,132.95,13050.22,88.81,5114.35
43.200000000000344,133.92,13074.31,93.57,5127.81
43.300000000000345,136.03,13098.44,96.0,5141.97
43.40000000000035,140.51,13122.78,98.78,5155.16
43.50000000000035,143.09,13147.24,100.5,5171.4
43.60000000000035,144.23,13171.71,103.57,5187.21
43.70000000000035,145.05,13196.37,104.43,5204.15
43.80000000000035,147.06,13220.62,107.0,5218.31
43.900000000000354,147.49,13244.09,109.45,5234.26
44.000000000000355,147.67,13268.93,109.87,5249.27
44.10000000000036,147.93,13292.27,111.98,5264.72
44.20000000000036,148.31,13316.75,112.84,5279.11
44.30000000000036,147.5,13340.58,113.07,5295.13
44.40000000000036,148.71,13363.74,113.11,5310.37
44.50000000000036,145.73,13387.5,114.69,5327.69
44.600000000000364,146.36,13410.68,113.31,5342.26
44.700000000000365,143.16,13433.38,114.03,5355.59
44.80000000000037,140.48,13458.19,112.23,5368.61
44.90000000000037,138.6,13481.69,111.08,5378.88
45.00000000000037,135.84,13504.65,108.55,5389.58
45.10000000000037,131.84,13528.69,106.58,5400.46
45.20000000000037,128.91,13552.71,105.02,5409.24
45.300000000000374,125.04,13577.04,102.31,5417.41
45.400000000000375,123.13,13601.11,99.05,5424.91
45.50000000000038,120.73,13623.99,95.95,5431.15
45.60000000000038,117.0,13646.64,93.57,5436.48
45.70000000000038,111.99,13669.59,90.02,5441.34
45.80000000000038,108.03,13693.71,87.26,5442.82
45.90000000000038,104.24,13717.59,83.9,5442.07
46.000000000000384,101.11,13741.63,79.51,5441.68
46.100000000000385,95.94,13765.89,75.57,5441.41
46.20000000000039,91.97,13788.16,72.41,5440.77
46.30000000000039,89.72,13812.06,68.73,5437.3
46.40000000000039,85.77,13836.6,65.62,5434.01
46.50000000000039,82.48,13860.63,62.0,5429.82
46.60000000000039,80.39,13884.06,58.88,5424.35
46.700000000000394,77.48,13907.95,54.94,5419.34
46.800000000000395,74.57,13932.13,51.95,5412.97
46.9000000000004,73.95,13954.05,48.04,5406.15
47.0000000000004,72.46,13976.52,46.64,5398.2
47.1000000000004,70.2,14000.45,44.55,5388.67
47.2000000000004,68.76,14023.73,42.76,5378.94
47.3000000000004,67.79,14046.37,41.25,5369.46
47.400000000000404,68.4,14068.75,40.38,5359.83
47.500000000000405,66.75,14092.65,39.45,5350.05
47.600000000000406,67.9,14114.9,38.42,5341.65
47.70000000000041,68.95,14137.69,37.43,5330.93
47.80000000000041,69.99,14160.4,36.98,5322.09
47.90000000000041,69.42,14183.73,36.75,5314.49
48.00000000000041,70.13,14206.69,37.68,5306.93
48.10000000000041,74.18,14230.29,37.75,5297.36
48.200000000000415,75.47,14253.67,38.17,5291.17
48.300000000000416,78.3,14276.19,39.55,5284.57
48.40000000000042,78.78,14299.7,41.12,5279.89
48.50000000000042,82.42,14323.31,42.63,5273.75
48.60000000000042,84.18,14345.77,44.69,5271.24
48.70000000000042,87.37,14369.97,46.88,5268.79
48.80000000000042,90.1,14394.13,48.7,5267.7
48.900000000000425,94.48,14416.32,52.22,5267.59
49.000000000000426,97.22,14439.88,54.76,5268.27
49.10000000000043,100.68,14463.4,58.1,5268.75
49.20000000000043,105.46,14486.8,59.95,5269.55
49.30000000000043,109.31,14508.78,63.8,5273.22
49.40000000000043,113.14,14532.33,67.04,5276.58
49.50000000000043,115.98,14555.38,71.47,5280.98
49.600000000000435,119.09,14576.2,75.68,5289.09
49.700000000000436,120.99,14598.78,78.41,5297.72
49.80000000000044,128.61,14620.53,81.44,5306.09
49.90000000000044,131.75,14642.99,85.63,5316.04
50.00000000000044,130.88,14666.7,90.39,5326.7
